#      time         order        air_handl1   air_handli   plant_pla1   plant_pla2   plant_pla3   plant_pla4   plant_plan   zone_zone1   zone_zone2   zone_zone3   zone_zone4   zone_zone5   zone_zone_
  3058.298731       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       448.83       238.24       116.04       116.04       0.0000    
  3058.452155       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       422.32       207.93       146.22       146.22       0.0000    
  3058.759003       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       307.32       90.103       231.62       231.62       0.0000    
  3059.143984       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       95.788       0.0000       356.67       356.67       0.0000    
  3059.552664       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       410.96       410.96       0.0000    
  3059.695467       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       403.62       403.62       0.0000    
  3059.981072       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       352.59       352.59       0.0000    
  3060.400930       1.0000       56.757       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       92.658       0.0000       228.34       228.34       0.0000    
  3060.833479       1.0000       56.757       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       301.51       0.0000       136.69       136.69       0.0000    
  3061.333659       1.0000       56.756       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       455.47       0.0000       90.025       90.025       0.0000    
  3061.931094       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       491.90       132.50       73.252       73.252       0.0000    
  3062.933836       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       461.50       215.21       71.902       71.902       0.0000    
  3063.624139       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       426.43       215.52       88.146       88.146       0.0000    
  3064.154637       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       355.42       162.06       134.98       134.98       0.0000    
  3064.269858       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       335.92       146.12       154.97       154.97       0.0000    
  3064.500301       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       272.55       90.096       204.39       204.39       0.0000    
  3064.961186       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       61.950       0.0000       343.56       343.56       0.0000    
  3065.475074       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       513.54       513.54       0.0000    
  3066.274966       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       623.11       623.11       0.0000    
  3067.315203       1.0000       56.755       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       299.33       299.33       173.92    
  3068.272871       1.0000       56.754       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       58.013       8.7579       0.0000       142.48       142.48       58.013    
  3069.772871       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       365.54       377.26       118.95       118.95       0.0000    
  3071.000000       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       479.48       519.82       78.732       78.732       0.0000    
  3071.000000       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       479.48       519.82       71.240       71.240       0.0000    
  3071.985808       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       482.08       528.69       71.240       71.240       0.0000    
  3072.243587       1.0000       56.751       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       483.08       532.26       71.240       71.240       0.0000    
  3072.243587       1.0000       56.751       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       483.08       532.26       71.240       71.240       0.0000    
  3073.032234       1.0000       56.751       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       529.44       600.10       71.240       71.240       0.0000    
  3073.820880       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       543.66       624.29       71.240       71.240       0.0000    
  3075.320880       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       563.86       659.38       78.188       78.188       0.0000    
  3076.820880       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       300.10       366.02       293.45       293.45       0.0000    
  3077.728810       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       103.97       101.11       406.21       406.21       0.0000    
  3078.645008       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       319.58       233.21       171.40       171.40       0.0000    
  3079.706968       1.0000       56.758       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       440.44       236.60       77.499       77.499       0.0000    
  3079.956249       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       448.09       212.10       72.879       72.879       0.0000    
  3080.454813       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       407.41       84.827       71.240       71.240       0.0000    
  3081.143629       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       324.64       0.0000       71.240       71.240       0.0000    
  3081.937650       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       217.83       0.0000       76.007       76.007       0.0000    
  3082.122558       1.0000       56.758       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       188.84       0.0000       90.899       90.899       0.0000    
  3082.492374       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       85.435       0.0000       155.97       155.97       0.0000    
  3082.945786       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       295.60       295.60       0.0000    
  3083.360705       1.0000       56.758       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       399.26       399.26       0.0000    
  3083.879435       1.0000       56.758       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       375.72       375.72       0.0000    
  3084.329139       1.0000       56.758       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       249.25       249.25       0.0000    
  3084.836329       1.0000       56.758       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       136.28       136.28       0.0000    
  3085.321037       1.0000       56.759       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       90.587       90.587       0.0000    
  3085.935553       1.0000       56.759       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       73.186       73.186       0.0000    
  3086.179853       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.340       71.340       0.0000    
  3086.668453       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.240       71.240       0.0000    
  3087.536560       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       84.874       84.874       0.0000    
  3088.261223       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       153.30       153.30       0.0000    
  3088.841913       1.0000       56.748       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       301.66       301.66       0.0000    
  3089.444052       1.0000       56.748       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       504.95       504.95       0.0000    
  3090.247367       1.0000       56.748       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       626.11       626.11       0.0000    
  3091.395655       1.0000       56.747       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       270.68       270.68       0.0000    
  3092.361173       1.0000       56.747       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       47.400       0.0000       0.0000       142.48       142.48       47.400    
  3093.861173       1.0000       56.750       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       41.440       0.0000       114.41       114.41       0.0000    
  3095.000000       1.0000       56.752       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       438.96       0.0000       78.732       78.732       0.0000    
  3095.000000       1.0000       56.752       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       438.96       0.0000       71.240       71.240       0.0000    
  3095.986127       1.0000       56.756       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       500.82       0.0000       71.240       71.240       0.0000    
  3096.242862       1.0000       56.743       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       504.35       0.0000       71.240       71.240       0.0000    
  3096.242862       1.0000       56.743       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       504.35       0.0000       71.240       71.240       0.0000    
  3097.031763       1.0000       56.743       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       618.59       0.0000       71.240       71.240       0.0000    
  3097.820665       1.0000       56.756       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       640.25       28.667       71.240       71.240       0.0000    
  3098.994113       1.0000       56.749       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       718.97       469.42       72.200       72.200       0.0000    
  3099.996704       1.0000       56.759       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       2.6268       608.80       438.34       112.52       112.52       2.6268    
  3100.250293       1.0000       56.748       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       568.46       409.85       151.19       151.19       14.041    
  3100.757472       1.0000       56.747       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       433.33       260.68       274.53       274.53       0.0000    
  3100.911002       1.0000       56.747       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       384.95       205.20       321.54       321.54       0.0000    
  3101.218063       1.0000       56.758       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       252.72       46.403       399.90       399.90       0.0000    
  3101.340887       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       197.08       0.0000       414.48       414.48       0.0000    
  3101.586536       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       104.17       0.0000       421.50       421.50       0.0000    
  3101.684447       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       73.276       0.0000       411.48       411.48       0.0000    
  3101.880271       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       51.220       0.0000       378.30       378.30       0.0000    
  3102.271917       1.0000       56.763       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       147.68       0.0000       265.95       265.95       0.0000    
  3102.919791       1.0000       56.764       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       312.46       0.0000       124.30       124.30       0.0000    
  3103.879108       1.0000       56.763       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       266.93       0.0000       74.024       74.024       0.0000    
  3104.701236       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       138.34       0.0000       71.240       71.240       0.0000    
  3105.560394       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       24.549       0.0000       71.240       71.240       0.0000    
  3106.256455       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       108.72       108.72       0.0000    
  3106.708762       1.0000       56.761       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       215.96       215.96       0.0000    
  3106.815455       1.0000       56.761       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       249.82       249.82       0.0000    
  3107.028840       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       323.06       323.06       0.0000    
  3107.386057       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       403.40       403.40       0.0000    
  3107.864755       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       379.06       379.06       0.0000    
  3108.311003       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       254.54       254.54       0.0000    
  3108.812567       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       139.69       139.69       0.0000    
  3109.295920       1.0000       56.759       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       91.705       91.705       0.0000    
  3109.416807       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       86.489       86.489       0.0000    
  3109.658582       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       78.696       78.696       0.0000    
  3109.755291       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       76.304       76.304       0.0000    
  3109.793975       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       75.347       75.347       0.0000    
  3109.871343       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       74.139       74.139       0.0000    
  3109.902290       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       73.680       73.680       0.0000    
  3109.964184       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       72.761       72.761       0.0000    
  3109.969136       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       72.688       72.688       0.0000    
  3109.979039       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       72.541       72.541       0.0000    
  3109.983000       1.0000       56.762       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      5.98700E-20   0.0000       72.482       72.482       0.0000    
  3109.990922       1.0000       56.762       37.838       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      4.14484E-20   0.0000       72.364       72.364       0.0000    
  3109.994091       1.0000       56.762       37.838       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      5.29790E-20   0.0000       72.317       72.317       0.0000    
  3110.000429       1.0000       56.762       37.838       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      1.05446E-19   0.0000       72.227       72.227       0.0000    
  3110.002964       1.0000       56.760       37.838       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      7.72340E-21   0.0000       72.215       72.215       0.0000    
  3110.008035       1.0000       56.758       37.838       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      1.56054E-20   0.0000       72.190       72.190       0.0000    
  3110.018176       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      6.83814E-21   0.0000       72.140       72.140       0.0000    
  3110.038457       1.0000       56.751       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      1.79525E-20   0.0000       72.039       72.039       0.0000    
  3110.046570       1.0000       56.750       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      6.16371E-21   0.0000       71.999       71.999       0.0000    
  3110.062795       1.0000       56.748       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      5.52782E-21   0.0000       71.919       71.919       0.0000    
  3110.095245       1.0000       56.747       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      2.50920E-16   0.0000       71.758       71.758       0.0000    
  3110.108225       1.0000       56.747       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.694       71.694       0.0000    
  3110.134186       1.0000       56.747       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.566       71.566       0.0000    
  3110.186106       1.0000       56.747       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      6.14866E-16   0.0000       71.309       71.309       0.0000    
  3110.289947       1.0000       56.747       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      3.79052E-21   0.0000       71.240       71.240       0.0000    
  3110.497630       1.0000       56.747       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.240       71.240       0.0000    
  3110.580703       1.0000       56.747       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.240       71.240       0.0000    
  3110.746849       1.0000       56.747       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.240       71.240       0.0000    
  3110.813307       1.0000       56.747       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.306       71.306       0.0000    
  3110.946224       1.0000       56.747       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.963       71.963       0.0000    
  3111.212057       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       75.496       75.496       0.0000    
  3111.743724       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       93.470       93.470       0.0000    
  3111.765799       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       94.453       94.453       0.0000    
  3111.809948       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       96.813       96.813       0.0000    
  3111.898245       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       104.24       104.24       0.0000    
  3111.933565       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       107.21       107.21       0.0000    
  3111.947692       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       108.40       108.40       0.0000    
  3111.975947       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       110.77       110.77       0.0000    
  3111.987250       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       111.72       111.72       0.0000    
  3112.009854       1.0000       56.758       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       114.21       114.21       0.0000    
  3112.018896       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       115.51       115.51       0.0000    
  3112.036979       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       118.10       118.10       0.0000    
  3112.073146       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       123.29       123.29       0.0000    
  3112.145479       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       133.67       133.67       0.0000    
  3112.174413       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       137.82       137.82       0.0000    
  3112.232279       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       147.72       147.72       0.0000    
  3112.348013       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      1.65664E-17   0.0000       170.05       170.05       0.0000    
  3112.579481       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      1.13385E-15   0.0000       223.59       223.59       0.0000    
  3112.672067       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       249.60       249.60       0.0000    
  3112.857241       1.0000       56.753       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       307.05       307.05       0.0000    
  3113.227589       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      8.85400E-16   0.0000       438.15       438.15       0.0000    
  3113.847534       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      9.68133E-16   0.0000       603.17       603.17       0.0000    
  3114.095513       1.0000       56.752       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       629.20       629.20       0.0000    
  3114.591469       1.0000       56.750       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       569.71       569.71       0.0000    
  3115.310457       1.0000       56.747       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000      4.87026E-15   0.0000       301.02       301.02       0.0000    
  3115.505634       1.0000       56.742       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       239.86       239.86       0.0000    
  3115.895988       1.0000       56.742       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       162.75       162.75       64.442    
  3116.676695       1.0000       56.745       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       18.917       0.0000       0.0000       142.48       142.48       18.917    
  3117.865540       1.0000       56.746       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       114.18       114.18       0.0000    
  3119.000000       1.0000       56.746       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       78.732       78.732       0.0000    
  3119.000000       1.0000       56.746       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.240       71.240       0.0000    
  3119.985634       1.0000       56.754       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.240       71.240       0.0000    
  3120.242302       1.0000       56.749       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.240       71.240       0.0000    
  3120.242302       1.0000       56.749       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.240       71.240       0.0000    
  3120.400003       1.0000       56.749       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       71.240       71.240       0.0000    
  3120.557705       1.0000       56.749       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       39.082       0.0000       71.240       71.240       0.0000    
  3120.873108       1.0000       56.748       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       243.24       0.0000       71.240       71.240       0.0000    
  3121.364736       1.0000       56.754       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       418.93       0.0000       71.240       71.240       0.0000    
  3122.347992       1.0000       56.755       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       428.96       0.0000       71.240       71.240       0.0000    
  3123.394577       1.0000       56.754       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       421.54       0.0000       80.011       80.011       0.0000    
  3124.894577       1.0000       56.754       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       38.353       113.17       0.0000       316.42       316.42       80.664    
  3125.141503       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       36.902       0.0000       383.58       383.58       116.94    
  3125.635355       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       417.31       417.31       170.62    
  3125.773530       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       400.90       400.90       179.85    
  3126.049882       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       333.73       333.73       185.63    
  3126.602585       1.0000       56.756       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       185.78       0.0000       179.58       179.58       107.74    
  3127.477791       1.0000       56.756       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       529.50       0.0000       84.377       84.377     -2.41661E-04
  3127.683209       1.0000       56.756       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       589.65       0.0000       78.087       78.087       0.0000    
  3128.094045       1.0000       56.755       37.836       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       613.33       0.0000       71.764       71.764       0.0000    
  3128.256893       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       609.93       0.0000       71.240       71.240       0.0000    
  3128.582589       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       583.06       0.0000       71.240       71.240       0.0000    
  3129.233982       1.0000       56.755       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       547.90       57.259       71.240       71.240       0.0000    
  3129.979838       1.0000       56.756       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       507.63       36.588       77.468       77.468       0.0000    
  3130.163707       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       489.16       14.649       95.174       95.174       0.0000    
  3130.531447       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       379.50       0.0000       165.44       165.44       0.0000    
  3130.969845       1.0000       56.757       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       133.47       0.0000       304.05       304.05       0.0000    
  3131.384978       1.0000       56.760       37.837       0.0000       0.0000      6.00000E-07  6.00000E-07   0.0000       0.0000       0.0000       0.0000       403.22       403.22       0.0000    
